sentenceid,utterance,verb,embpred,embQ,embSubject,embTense,mood_indicative
020713.cha7521,"+< olha (.) olha deixa contar . {0x15}%snd:""020713""_2590422_2591599{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020713.cha7630,"este [/] (.) este (.) deixa ver se é deste lado . {0x15}%snd:""020713""_2620559_2623071{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020713.cha7639,"deixa a mãe ver . {0x15}%snd:""020713""_2623439_2624247{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
020713.cha7709,"deixa ver se está aqui debaixo do rabo do Tomás . {0x15}%snd:""020713""_2649610_2651346{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020713.cha7765,"acho que (.) aqui não está . {0x15}%snd:""020713""_2669514_2671610{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
020713.cha7777,"olha vê lá se descobres as peças (.) Tomás (.) noutro lado . {0x15}%snd:""020713""_2674266_2677194{0x15}",ver,TRUE,FALSE,FALSE,TRUE,TRUE
020809.cha69,ah (.) eu quero ver isso .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha196,"só que eu queria comprar o edredon branco (.) para depois pôr as capas . {0x15}%snd:""020809""_21144_23656{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha334,"vá (.) tu disseste que ias contar histórias à Ana (.) conta lá . {0x15}%snd:""020809""_52238_55550{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020809.cha491,"ah (.) as tuas cartas (.) eu sei é que tu vais receber umas cartas „ não é ? {0x15}%snd:""020809""_104427_107363{0x15}",saber,TRUE,FALSE,TRUE,TRUE,FALSE
020809.cha973,"sim (.) tu disseste que ias contar três histórias à Ana . {0x15}%snd:""020809""_269987_272595{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020809.cha1151,"+< ah (.) isso é que eu quero saber . {0x15}%snd:""020809""_328000_328735{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha1201,"eu quero saber . {0x15}%snd:""020809""_350118_350854{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha1588,"quer sair para quê ? {0x15}%snd:""020809""_496984_497968{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha1712,"ela queria sair do buraco mas não conseguia (.) porquê ? {0x15}%snd:""020809""_537342_539814{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha2109,"ah essa eu nunca vi (.) deixa me cá (.) filmar essa mais de perto ! {0x15}%snd:""020809""_705668_708212{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha2152,"acho que não gosta muito daquela . {0x15}%snd:""020809""_716595_718267{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
020809.cha3160,"+< eu também acho que sim (.) que tu vais ganhar . {0x15}%snd:""020809""_1082372_1084499{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
020809.cha3177,"+< acho que é . {0x15}%snd:""020809""_1086387_1086803{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
020809.cha4432,"+< é filho (.) a mãe já perguntou se o Tomás queria comprar um livro . {0x15}%snd:""020809""_1489995_1491819{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha4452,"queres comprar (.) um livro lá na feira ? {0x15}%snd:""020809""_1495755_1498490{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha4791,"+< não me queres ensinar (.) a canção (.) para eu depois cantar (.) lá em casa ? {0x15}%snd:""020809""_1618103_1622911{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha4955,"mas (.) a médica disse que aquilo era umas análises muito gerais (.) que agora tinha que fazer mais pormenorizadas . {0x15}%snd:""020809""_1667756_1672580{0x15}",dizer,TRUE,FALSE,TRUE,TRUE,TRUE
020809.cha5417,"disseste me que tinhas desarrumado a roupa . {0x15}%snd:""020809""_1816355_1818115{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020809.cha6370,"de ordenhar [?] (.) acho que foi isso que ele disse . {0x15}%snd:""020809""_2217231_2218847{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
020809.cha6397,"olha Tomás (.) pára de fazer disparates se não queres que eu me chateie . {0x15}%snd:""020809""_2224087_2227751{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
020809.cha6920,"oh (.) vês (.) que o cão (.) disse que estava certo ? {0x15}%snd:""020809""_2461087_2463679{0x15}",ver,TRUE,FALSE,TRUE,TRUE,TRUE
020809.cha6920,"oh (.) vês (.) que o cão (.) disse que estava certo ? {0x15}%snd:""020809""_2461087_2463679{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020809.cha7009,"ó filho (.) não (.) não dá (.) então já viste que era nos calções (.) na camisola não dá . {0x15}%snd:""020809""_2490301_2493989{0x15}",ver,TRUE,FALSE,FALSE,TRUE,TRUE
020809.cha7471,"olha Tomás (.) eu vou embora (.) para minha casa (.) tu não me queres (.) ensinar a cantar a canção do peixinho ? {0x15}%snd:""020809""_2654867_2660379{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020809.cha7533,"+< mas eu queria que tu cantasses a canção (.) é tão gira . {0x15}%snd:""020809""_2675050_2677226{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
020907.cha114,"ai@i (.) tu sabes fazer <e tudo> [?] . {0x15}%snd:""020907""_29098_30682{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha169,"olha (.) já viste que a mãe arrumou o cavalo na garagem ? {0x15}%snd:""020907""_44888_50936{0x15}",ver,TRUE,FALSE,TRUE,TRUE,TRUE
020907.cha582,"acho que ele só a viu uma vez . {0x15}%snd:""020907""_173192_175640{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
020907.cha1206,"tu já sabes jogar „ não é ? {0x15}%snd:""020907""_381819_382867{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha1429,"ele (.) com aquele jogo (.) sabe bem já usar a [/] a [//] (.) o conceito de igual e diferente . {0x15}%snd:""020907""_452511_457031{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha1738,"e ela queria te morder (.) Tomás „ foi ? {0x15}%snd:""020907""_542791_544767{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha1825,"vê lá se te morde . {0x15}%snd:""020907""_567013_567613{0x15}",ver,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha2167,"eu acho que estás com razão . {0x15}%snd:""020907""_683621_684613{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha2213,"<eu acho> [//] (.) não sei se é o chão que está torto (.) se é os pés que estão mal postos . {0x15}%snd:""020907""_702724_705691{0x15}",saber,TRUE,FALSE,TRUE,TRUE,FALSE
020907.cha2522,"ah (.) mas eu acho que esse livro é muito giro (.) porque tem lá umas coisas dentro (.) é o quê ? {0x15}%snd:""020907""_804997_808613{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
020907.cha2561,"sabe que eu só agora é que descobri que isso existia ? {0x15}%snd:""020907""_815725_818789{0x15}",saber,TRUE,FALSE,TRUE,TRUE,FALSE
020907.cha2602,"esse patito precisa de ir para a máquina . {0x15}%snd:""020907""_827252_828972{0x15}",precisar,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha2613,"precisa de tomar banhinho . {0x15}%snd:""020907""_830844_831700{0x15}",precisar,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha2765,"ai@i (.) eu quero ver isso . {0x15}%snd:""020907""_878328_878800{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha3667,"+< sabes que eu no outro dia estive a ver o Pokemon na televisão ? {0x15}%snd:""020907""_1225670_1228301{0x15}",saber,TRUE,FALSE,TRUE,TRUE,TRUE
020907.cha4582,"+< tu sabes andar de canoa ? {0x15}%snd:""020907""_1560432_1561192{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha4671,"olha vê lá se partes . {0x15}%snd:""020907""_1589878_1591902{0x15}",ver,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha4977,"pensava que tinhas uma tia mais gira . {0x15}%snd:""020907""_1715418_1717570{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha4993,"um carro desportivo amarelo (.) é verdade (.) o Tomás agora quer comprar um carro amarelo . {0x15}%snd:""020907""_1726808_1729654{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha5419,"olha (.) e é verdade (.) onde é que tu querias ir no outro dia passear ? {0x15}%snd:""020907""_1864751_1867785{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha5430,"querias ir onde ? {0x15}%snd:""020907""_1867785_1868656{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020907.cha6555,"olha [?] a Ana não quer barulho (.) porque a Ana quer é ouvir te falar . {0x15}%snd:""020907""_2302867_2305979{0x15}",querer,TRUE,FALSE,FALSE,TRUE,FALSE
020907.cha6768,"o candeeiro do vampiro que tem luz (.) acho que está ali no popó grande (.) vai lá ver . {0x15}%snd:""020907""_2366495_2369391{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha7211,"é do mesmo (.) mas isto porque acho que <os bonecos> [/] (.) os bonecos vão evoluindo . {0x15}%snd:""020907""_2518884_2520652{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
020922.cha344,"depois (.) xxx nós não sabemos brincar contigo . {0x15}%snd:""020922""_98407_100651{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha354,"deixa só a mãe limpar aqui a boca . {0x15}%snd:""020922""_101419_102999{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
020922.cha631,"dói te (.) tu disseste que te doía o dente (.) e a médica disse que era de quê ? {0x15}%snd:""020922""_184746_187958{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha631,"dói te (.) tu disseste que te doía o dente (.) e a médica disse que era de quê ? {0x15}%snd:""020922""_184746_187958{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha721,"a médica disse que o dente (.) era de quê ? {0x15}%snd:""020922""_213171_216283{0x15}",dizer,TRUE,FALSE,TRUE,TRUE,TRUE
020922.cha748,"não (.) então como é que tu queres pôr ? {0x15}%snd:""020922""_224076_225396{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha1099,"deixa cá ver se eu (.) percebo tudo . {0x15}%snd:""020922""_346382_348248{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha2784,"e olha (.) eu pensava era que tu não querias ser grande (.) agora já (es)tás a querer ser grande ? {0x15}%snd:""020922""_904318_908034{0x15}",pensar,TRUE,FALSE,TRUE,TRUE,TRUE
020922.cha2784,"e olha (.) eu pensava era que tu não querias ser grande (.) agora já (es)tás a querer ser grande ? {0x15}%snd:""020922""_904318_908034{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha3042,"um avião (.) mas tu não sabes fazer um avião . {0x15}%snd:""020922""_999053_1001277{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha3414,"então e andas a telefonar à João (.) eu pensei que fosse para ela dar papa à Rometa „ não é ? {0x15}%snd:""020922""_1128263_1133203{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,FALSE
020922.cha3473,"mas não queres que ele tenha fome „ não é ? {0x15}%snd:""020922""_1142954_1144991{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
020922.cha3481,"queres que a João dê papa ao cão . {0x15}%snd:""020922""_1144991_1146503{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
020922.cha3526,"e o Tomás (.) quis fazer uma festinha a ele ? {0x15}%snd:""020922""_1156041_1158492{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha3662,"quem é que queria fazer uma festinha ? {0x15}%snd:""020922""_1206775_1208271{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha4034,"olha (.) então e a história (.) disseste que só ias fazer aquilo e que ias contar a história . {0x15}%snd:""020922""_1330420_1334800{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha4542,"qual é que tu queres tirar ? {0x15}%snd:""020922""_1510835_1512251{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha4768,"+< tu sabes contar . {0x15}%snd:""020922""_1583497_1584193{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha5644,"é um sinal de stop (.) quer dizer pa(ra) parar (.) agora aqui tens que parar (.) sabes ? {0x15}%snd:""020922""_1916160_1921448{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha5741,"+< a Ana não sabe explicar ? {0x15}%snd:""020922""_1941124_1941812{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha5918,"+< a@i pensava que fosse do frio ou assim . {0x15}%snd:""020922""_2008069_2009182{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,FALSE
020922.cha5965,"eu acho que é do benfica . {0x15}%snd:""020922""_2023754_2025345{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha6460,"já sabes fazer uns melhores „ não sabes ? {0x15}%snd:""020922""_2186735_2189793{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha6478,"olha (.) e conta me lá (.) tu dantes não querias ir ao café porquê ? {0x15}%snd:""020922""_2198220_2202075{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha6532,"tu não querias ir ao café (.) porquê ? {0x15}%snd:""020922""_2218875_2222131{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha6591,"deixei mesmo de ir (.) vinha logo para casa (.) e lanchava tudo em casa . {0x15}%snd:""020922""_2240709_2244333{0x15}",deixar,TRUE,FALSE,FALSE,TRUE,FALSE
020922.cha6602,"agora como aquilo mudou de donos (.) já quer ir . {0x15}%snd:""020922""_2244369_2248213{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha6686,"+< <é que ele> [?] (.) não queria (.) não queria mesmo ir lá . {0x15}%snd:""020922""_2267324_2269078{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha6705,"agora quer ir . {0x15}%snd:""020922""_2271726_2272263{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha6735,"agora quer ir . {0x15}%snd:""020922""_2277438_2278582{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha7454,"+< queres que a Ana vá embora triste ? {0x15}%snd:""020922""_2525298_2526498{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
020922.cha7520,"qual é a história que queres contar ? {0x15}%snd:""020922""_2544280_2545712{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
020922.cha8132,"a@i (es)tá bem (.) eu pensei que a Rosário fosse só de ginástica . {0x15}%snd:""020922""_2737103_2739575{0x15}",pensar,TRUE,FALSE,TRUE,TRUE,FALSE
020922.cha8155,"+< não (.) eu pensei que a Rosário fosse só (.) de ginástica para as várias salas . {0x15}%snd:""020922""_2742693_2745499{0x15}",pensar,TRUE,FALSE,TRUE,TRUE,FALSE
021100.cha394,"deixa a mãe pensar . {0x15}%snd:""021100""_123371_124147{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
021100.cha639,"olha (.) sabes que a minha mãe se mascarou de gato ? {0x15}%snd:""021100""_201806_204590{0x15}",saber,TRUE,FALSE,TRUE,TRUE,TRUE
021100.cha670,"o Tomás não se queria mascarar . {0x15}%snd:""021100""_213599_214594{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha814,"já sabes brincar com esse iô-iô ? {0x15}%snd:""021100""_257531_262155{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha1627,"olha (.) vamos (.) agora anda me aqui contar outra coisa (.) que eu quero saber mas é outra coisa (.) não quero ver cá bolinhas . {0x15}%snd:""021100""_505898_510970{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha1627,"olha (.) vamos (.) agora anda me aqui contar outra coisa (.) que eu quero saber mas é outra coisa (.) não quero ver cá bolinhas . {0x15}%snd:""021100""_505898_510970{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha2381,"tu querias ficar com a mãe ? {0x15}%snd:""021100""_736533_737917{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha2390,"mas não querias fazer as pinturas (.) e a plasticina (.) que fazes lá na escola „ não querias ? {0x15}%snd:""021100""_739214_745014{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha2619,"+< a mãe pensava que não (.) que era outra coisa . {0x15}%snd:""021100""_803838_806150{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha2767,"mas elas queriam ver te (.) de borboleta „ não queriam ? {0x15}%snd:""021100""_844219_847155{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha2787,"eu acho que os primos se vão mascarar (.) se calhar „ não vão ? {0x15}%snd:""021100""_850878_853374{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
021100.cha2970,"ai@i eu acho que tu sabes . {0x15}%snd:""021100""_900126_901742{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
021100.cha3035,"+< a Ana quer falar contigo . {0x15}%snd:""021100""_928870_929550{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha3107,"&=ri já não sabe se (es)tá a comer xxx (es)tás a comer tudo . {0x15}%snd:""021100""_955069_957813{0x15}",saber,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha3182,"coitado (.) deixe o (es)tar . {0x15}%snd:""021100""_972076_973612{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha3538,"olha (.) Tomás (.) eu quero depois ver quem é que janta . {0x15}%snd:""021100""_1074213_1076093{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha3589,"queres contar uma his(tória) +/. {0x15}%snd:""021100""_1095749_1096642{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha3603,"e queres fazer um jogo ? {0x15}%snd:""021100""_1098778_1099586{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha3612,"qual é que queres fazer ? {0x15}%snd:""021100""_1101812_1103460{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha3702,"olha (.) e agora (.) queres jogar a algum jogo . {0x15}%snd:""021100""_1129068_1131102{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha3732,"queres jogar a esse ? {0x15}%snd:""021100""_1138858_1139682{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha3770,"já (es)tão poucos porque tu deixaste cair . {0x15}%snd:""021100""_1153362_1155130{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha3838,"eu acho que sei . {0x15}%snd:""021100""_1182165_1184053{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha4108,"a@i (.) pronto (.) eu não sabia que tu comias os legos . {0x15}%snd:""021100""_1284249_1286738{0x15}",saber,TRUE,FALSE,TRUE,TRUE,TRUE
021100.cha4232,"não queres ver ? {0x15}%snd:""021100""_1335124_1336084{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha4399,"eu pensava que ias reconstruir a torre . {0x15}%snd:""021100""_1401302_1403047{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha4500,"pensei que querias . {0x15}%snd:""021100""_1431894_1432934{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha5851,"tu sabes falar inglês ? {0x15}%snd:""021100""_1945107_1946324{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha5884,"não sabia (.) que os ratos falavam inglês . {0x15}%snd:""021100""_1955509_1957765{0x15}",saber,TRUE,FALSE,TRUE,TRUE,TRUE
021100.cha6102,"então deixa [/] deixa lá ver (.) o que é que ele vai dizer . {0x15}%snd:""021100""_2033426_2035603{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha6545,"mas eu não acho que não tens nenhum menino chamado João de Deus lá na sala „ pois não ? {0x15}%snd:""021100""_2192412_2195908{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha6637,"a@i (.) não (.) não sabia (.) que tinhas lá esse menino . {0x15}%snd:""021100""_2222325_2224999{0x15}",saber,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha6765,"sabes que o pai (.) quando (es)teve nos Estados Unidos (.) é que falou inglês . {0x15}%snd:""021100""_2259477_2262789{0x15}",saber,TRUE,FALSE,TRUE,TRUE,TRUE
021100.cha6838,"o teu pai sabe falar inglês . {0x15}%snd:""021100""_2278551_2280128{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha7133,"tu dás me um anel e depois dizes que é feio ? {0x15}%snd:""021100""_2376165_2378415{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha7141,"a@i (.) pensava que era bonito . {0x15}%snd:""021100""_2378415_2381591{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha7277,"olha (.) vê lá se esses cabem . {0x15}%snd:""021100""_2417257_2418609{0x15}",ver,TRUE,FALSE,TRUE,TRUE,TRUE
021100.cha7283,"eu acho que esses não cabem . {0x15}%snd:""021100""_2418609_2419977{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
021100.cha7495,"o Tomás sabe contar „ não é ? {0x15}%snd:""021100""_2493061_2494942{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
021100.cha7524,"acho que não tem &=ri . {0x15}%snd:""021100""_2501233_2504151{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha7744,"não vi (.) que (es)tavas me a comer o cabelo . {0x15}%snd:""021100""_2566349_2568975{0x15}",ver,TRUE,FALSE,FALSE,TRUE,TRUE
021112.cha26,"deixa a mãe limpar . {0x15}%snd:""021112""_1428_2604{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
021112.cha42,"vá (.) deixa a mãe limpar . {0x15}%snd:""021112""_6636_9030{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
021112.cha48,"deixa a mãe arrumar . {0x15}%snd:""021112""_9174_9878{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
021112.cha92,"+< olha (.) não queres brincar ? {0x15}%snd:""021112""_19852_20403{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha97,"queres que a Ana vá embora ? {0x15}%snd:""021112""_20403_21733{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
021112.cha109,"não disseste à mamã que ias contar histórias e canções à Ana ? {0x15}%snd:""021112""_24484_28076{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
021112.cha129,"queres ir brincar a isso ? {0x15}%snd:""021112""_30086_31030{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha134,"+< olha (.) deixa a mãe (.) te limpar isto (.) que (es)tá um bocadinho sujo . {0x15}%snd:""021112""_31030_31431{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
021112.cha250,"queres fazer qual ? {0x15}%snd:""021112""_62055_62969{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha298,"e aqui [/] e aqui (.) queres contar (.) estes ? {0x15}%snd:""021112""_73724_76518{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha411,"eu acho que é o cinco . {0x15}%snd:""021112""_109528_110625{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
021112.cha466,"ai@i o Tomás já sabe contar tão bem . {0x15}%snd:""021112""_129691_132116{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha600,"e tu deixas (.) que ela tam(b)ém brinque comigo ? {0x15}%snd:""021112""_179799_182247{0x15}",deixar,TRUE,FALSE,TRUE,TRUE,FALSE
021112.cha743,"queres espreitar ? {0x15}%snd:""021112""_215542_216454{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha888,"a@i eu pensava que já a tinhas deitado fora . {0x15}%snd:""021112""_251170_253016{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,TRUE
021112.cha937,"+< queres brincar com o Tomás ? {0x15}%snd:""021112""_262422_263810{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha1017,"olha (.) queres ir brincar com a Inês (.) com aquele jogo (.) que (es)tavas a fazer ? {0x15}%snd:""021112""_276140_279556{0x15}",querer,TRUE,FALSE,FALSE,TRUE,FALSE
021112.cha1051,"queres fazer tam(b)ém ? {0x15}%snd:""021112""_284807_285719{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha1372,"Tomás (.) tu não queres contar uma história à Inês ? {0x15}%snd:""021112""_377152_379480{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha1385,"não queres contar uma história à Inês ? {0x15}%snd:""021112""_380617_381757{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha1559,"a Inês quer saber . {0x15}%snd:""021112""_425983_427311{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha1811,"não achas que ele (es)tá um bocado sujo ? {0x15}%snd:""021112""_518933_520605{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
021112.cha1831,"eu acho é que ele (es)tá sujo . {0x15}%snd:""021112""_523798_525301{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
021112.cha2100,"disseste que ias arranjar uma grande . {0x15}%snd:""021112""_614931_616755{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
021112.cha2118,"queres (.) Inês (.) contar uma história ? {0x15}%snd:""021112""_621714_623353{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha2166,"tu sabes (.) cantar o balão do João ? {0x15}%snd:""021112""_640078_641686{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha2470,"a@i eu pensei que fosse +... {0x15}%snd:""021112""_759636_760580{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,FALSE
021112.cha2483,"pensei que fosse tirar fotografias pa(ra) algum documento . {0x15}%snd:""021112""_761601_763579{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,FALSE
021112.cha2525,"+< a@i (.) depois quero ver (.) se ele ficar . {0x15}%snd:""021112""_768944_770136{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha2531,"mas não sabe se ficou ? {0x15}%snd:""021112""_770156_770756{0x15}",saber,TRUE,FALSE,FALSE,TRUE,TRUE
021112.cha2594,"+< não queres falar do assunto . {0x15}%snd:""021112""_786920_788035{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha2648,"não queres ouvir ? {0x15}%snd:""021112""_803929_804449{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha2652,"Inês (.) queres contar também ? {0x15}%snd:""021112""_804449_806003{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
021112.cha2738,"deixa me entrar „ não é ? {0x15}%snd:""021112""_830852_832393{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
